Unit Name,Current Guesty Tags,CITY,PMC-INFORMATION,PROPERTY-EMAIL,VILLA NET DESTINATION TAG,VILLA NET PROPERTY MANAGER NAME,VILLA NET PARTNER RESERVATION EMAIL,VILLA NET RANK,VILLA NET COMMISSION RATE,VILLA NET EXCLUSIVE UNITS MANAGED,VILLA NET YEARS IN BUSINESS,VILLA NET AVG RESPONSE TIME HOURS,VILLA NET CALENDAR SYNC 99,VILLA NET CREDIT CARD ACCEPTED,VILLA NET INSURED,VILLA NET BANK TRANSFER ACCEPTED,VILLA NET STANDARDIZED HOUSEKEEPING,VILLA NET STAFF GRATUITY GUIDELINE,VILLA NET GATED COMMUNITY,VILLA NET GOLF VILLA,VILLA NET RESORT VILLA,VILLA NET RESORT COLLECTION NAME,VILLA NET CHEF INCLUDED,VILLA NET TRUE BEACH FRONT,VILLA NET COOK INCLUDED,VILLA NET WAITER BUTLER INCLUDED,VILLA NET OCEAN FRONT,VILLA NET OCEAN VIEW,VILLA NET WALK TO BEACH,VILLA NET ACCESSIBLE,VILLA NET PRIVATE GYM,VILLA NET PRIVATE CINEMA,VILLA NET PICKLEBALL,VILLA NET TENNIS,VILLA NET GOLF CART INCLUDED,VILLA NET HEATED POOL
Casa Serena,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Zens,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cerezas Modern,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
El Cocotal,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Farallon 10BR,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Flamboyanes,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Golf Villa 8,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Golf Villa IX,"Caribbean Paradise, Casa de Campo",Los Cajuiles,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Golf Villa V,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hacienda Mallet,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Fabulosa CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Florentina,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Menina,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Palapa,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Plage CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Sérénité,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Toscana,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Las Ramas,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Le Blanc,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Le Cheval,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Los Mangos,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mar Azul CPH,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ocean Bliss,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palm West,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palma Serena,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Porta Azul,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Punta Arrecife,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
River House,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tranquila CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tropical Modern,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Cielo,"Caribbean Paradise, Casa de Campo",Casa de Campo Resort,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Esfera,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Esperanza,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Isabel,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Kiki,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa La Brisa,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa La Sultana,"Caribbean Paradise, Casa de Campo",Casa de Campo,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Miramar,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Nautilius,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Oasis,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Palmeras,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Palms CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Porton,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Royale - 71,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Saiz,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Santorini,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Serenita CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Serenity CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Sky CDC,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Uchi,"Caribbean Paradise, Casa de Campo",La Romana,Caribbean Paradise Homes,jan@caribbeanparadisehomes.com,"Casa de Campo, Dominican Republic",Caribbean Paradise Homes,rentals@caribbeanparadisehomes.com,8.7,12,70,30,6,no,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Punta Aguila 61,"Palmera, Casa de Campo",La Romana,Group Palmera,ab@grouppalmera.com,"Casa de Campo, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Casa de Campo Resort,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hacienda 51,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lake View,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Palmas 78,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sotogrande,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tortuga Bay B54,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vida Bella,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Las Palmas 15,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Las Palmas 16,"Palmera, Punta Cana",Punta Cana,Group Palmera,ab@grouppalmera.com,"Punta Cana, Dominican Republic",Palmera Villas,ab@grouppalmera.com,9.7,5,not populated,15,2,yes,yes,yes,yes,yes,10-15%,yes,yes,yes,Punta Cana Resort & Club,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Club Suite-Rum Point,"Luxury Cayman, Cayman",Rum Point,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Coconut G Bldg 16BR,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Coconut G Suite 4BR,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Coconut G Suites 8BR,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Grand Palm Residence,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Haven @ Black Urchin,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
The Palm Estate,"Luxury Cayman, Cayman",Breakers,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
The Palm Family 13BR,"Luxury Cayman, Cayman",Bodden Town,Luxury Cayman,reservations@luxurycaymanvillas.com,Cayman Islands,Luxury Cayman,reservations@luxurycaymanvillas.com,9.7,12,8,5,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Summertime 4BR at SS,"Jamaica Villas, Jamaica",Braco,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
A Summer Place 7BR,"Jamaica Villas, Jamaica",Discovery Bay,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no
Fortlands Point 9BR,"Jamaica Villas, Jamaica",Discovery Bay,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Happy Hour,"Jamaica Villas, Jamaica",Discovery Bay,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Keela Wee 6BR,"Jamaica Villas, Jamaica",Discovery Bay,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Linga-Awile Cottage,"Jamaica Villas, Jamaica",Discovery Bay,Jamaica Villas,sharon@jamaicavillas.com,Jamaica,Jamaica Villas,sharon@jamaicavillas.com,9.2,12,62,30,4,no,yes,yes,yes,yes,10-15%,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
